"","SG-A","PropIod-A"
"1",179.953026846077,371.672344734769
"2",168.493320917909,51.7100990245798
"3",628.92853546114,253.305564801245
"4",2050.58053071496,943.846213528434
"5",1337.74909950932,1194.38942776468
"6",424.703226731506,619.964183504378
