"","SG-A","PropIod-A"
"1",148.70675179995,295843.085097958
"2",181.640088167509,525.53267572068
"3",318.519469177997,687.986212609992
"4",683.571578155099,1220.39840778104
"5",2306.63856184688,2299.41909006914
"6",2284.0918194212,1765.83685068165
"7",282179.591137773,271886.482347267
