"","SG-A","PropIod-A"
"1",179.953026846077,60.3778983213703
"2",174.967954665309,-445.952111177886
"3",271531.143438437,-435.065544328083
"4",282179.591137773,271886.482347267
"5",2306.63856184688,1765.83685068165
"6",2306.63856184688,1451.06983086907
"7",452.480786761319,228.863749711289
