"","SG-A","PropIod-A"
"1",181.640088167509,7.00599491628645
"2",168.493320917909,-421.457335765829
"3",292828.038837109,-454.117036315238
"4",298152.262686777,271886.482347267
"5",1073.41980929125,1274.213023656
"6",1203.71278577912,964.148725445411
"7",409.636762611489,147.201668815023
