Samplenumber,Date,Day,Transit,Donor,Vessel,Ninetransit,Transitnumber,Acetate,Propionate,Isobutyrate,Butyrate,Isovalerate,Valerate,Isocaproate,Caproate,Heptanoate,Octanoic acid,O2 ,N2 ,H2,CO2,CH4,NH4+,Lactate,Intact_cells_events.ml,SD_intact_cells,log_intact,log_SD_intact,Damaged_cells_events.ml,SD_Damaged_cells,log_damaged,log_SD_damaged,Total_cells_events.ml,SD_total_cells,log_total,log_SD_total,Ratio_cells,SD_ratio,Percentage_intact_cells,SD_percentage_intact
441,13/11/2019,7,LT,5,P,0,,28.72610533,17.98068117,0.226092297,0.492612788,0.420075942,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
442,13/11/2019,7,LT,5,D,0,,60.0822906,21.56926793,0.595968086,5.457081391,0.792304361,0.43401325,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
443,14/11/2019,8,ST,5,P,3,,6.618132769,1.439844554,0,1.486664906,0.226189064,0,0,0,0,0,,,,,,,,485407620.1,45999083.94,8.685129383,0.041217171,393438156.6,3903498.844,8.594865789,0.004308926,878845776.7,49902582.78,8.943562326,0.024673355,1.233239081,0.104680077,55.17274499,2.101217265
444,14/11/2019,8,ST,5,D,3,,11.37853006,2.764210181,0.282934451,1.829713007,0.372570751,0,0,0,0,0,,,,,,,,880782992.9,19803701.87,8.944814025,0.009765587,422507967.6,13254538.89,8.625728025,0.01362653,1303290960,33058240.76,9.114971516,0.01101715,2.084944897,0.018535228,67.58392505,0.194765011
445,14/11/2019,8,MT,5,P,0,,19.20466622,6.869231253,0.214080358,1.828292733,0.550882231,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
446,14/11/2019,8,MT,5,D,0,,32.81071194,10.4203618,0.787409482,6.635538974,1.055281519,0.892467517,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
447,14/11/2019,8,LT,5,P,0,,28.03742896,18.75966639,0.228542073,0.2755353,0.423030555,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
448,14/11/2019,8,LT,5,D,0,,54.54979306,21.10770498,0.546035128,4.666320285,0.792947691,0.292330466,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
449,15/11/2019,9,ST,5,P,3,,5.660545639,1.247353311,0,1.212280335,0.218913082,0,0,0,0,0,,,,,,,,414308032.4,1777928.031,8.617321354,0.001863702,489836035.4,57415298.96,8.688553896,0.051022137,904144067.8,59193226.99,8.955771773,0.028453076,0.851445892,0.096171145,45.91519491,2.809370588
450,15/11/2019,9,ST,5,D,3,,12.22967959,2.991067597,0.26752405,1.938595798,0.367564323,0,0,0,0,0,,,,,,,,962393592.7,45067135.17,8.983114504,0.020344656,498561784.9,27366812.33,8.697391599,0.023851065,1460955378,72433947.51,9.164369896,0.021541083,1.93076751,0.015588473,65.8787624,0.18148761
451,15/11/2019,9,MT,5,P,0,,17.84919594,7.283330323,0.337848697,1.801935943,0.725215861,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
452,15/11/2019,9,MT,5,D,0,,32.87858493,11.17789929,0.842703019,6.68422684,1.093860378,1.014012459,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
453,15/11/2019,9,LT,5,P,0,,25.50408129,23.69848467,0.227958673,0.236834577,0.425182438,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
454,15/11/2019,9,LT,5,D,2,95,51.24164708,22.5482671,0.460111124,4.059109632,0.894884802,0.199040047,0,0,0,0,,,,,,13.99550973,,2172335620,158828219.8,9.336131948,0.032396755,3007407445,298037915.9,9.476715862,0.044264816,5179743065,456866133.9,9.71314408,0.039262333,0.723643583,0.019915051,41.9782326,0.666361377
455,16/11/2019,10,ST,5,P,3,,5.409947163,1.129141489,0,1.618971645,0.233169979,0,0,0,0,0,,,,,,,,646306159.4,109757831.9,8.807284242,0.07411092,746001811.6,161099933,8.867616597,0.094525708,1392307971,270857764.9,9.139586934,0.085026118,0.870778121,0.040917414,46.53351804,1.169411891
456,16/11/2019,10,ST,5,D,3,,11.91680881,2.821225233,0.299147744,2.308645161,0.370312865,0,0,0,0,0,,,,,,,,899478182.6,84598344.37,8.953028071,0.040906946,534830184.4,35719548.36,8.72773108,0.029026691,1434308367,120317892.7,9.155877174,0.036473893,1.680266748,0.045958466,62.68479502,0.639842878
457,16/11/2019,10,MT,5,P,0,,19.95768738,8.039562945,0.364907588,1.894194467,0.761019678,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
458,16/11/2019,10,MT,5,D,0,,31.50879526,11.19489737,0.807009299,6.165636551,1.083560961,1.106284782,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
459,16/11/2019,10,LT,5,P,4,96,24.48932125,27.21818555,0.208097578,0,0.385178879,0,0,0,0,0,,,,,,6.310771107,,1830072210,114310828.6,9.26190732,0.026986049,1837114925,115490250.1,9.263574562,0.026928763,3667187135,219614558.3,9.563824455,0.025608114,0.996653216,0.038155326,49.90403622,0.954067571
460,16/11/2019,10,LT,5,D,0,,54.55860085,28.6201092,0.896784296,3.931383538,1.593700188,0.165127855,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
461,17/11/2019,11,MT,5,P,3,,20.10700694,8.398522715,0.408354954,2.334444725,0.799673292,0,0,0,0,0,,,,,,,,1801929825,7567283.097,9.255735959,0.001823844,942456140.4,84852813.74,8.973379255,0.039154094,2744385965,77285530.65,9.438359067,0.012231923,1.920094519,0.180902536,65.6886912,2.125617075
462,17/11/2019,11,MT,5,D,3,97,34.15207146,12.08208621,0.823007232,6.006797383,1.10888322,1.062326313,0,0,0,0,,,,,,10.59814846,,2311118980,111343563.5,9.3634801,0.021210702,1865488581,57799909.52,9.270652727,0.013520881,4176607560,164872965.9,9.620594493,0.017347363,1.238566219,0.031275823,55.32276025,0.621563702
463,17/11/2019,11,LT,5,P,0,,27.11686909,29.55019458,0,0,0.385482844,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
464,17/11/2019,11,LT,5,D,0,,49.30429771,29.27891598,1.098885777,3.745885432,1.692276871,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
465,18/11/2019,12,MT,5,P,3,,21.43584623,8.848349206,0.504129491,4.117479738,0.886595471,0,0,0,0,0,,,,,,,,1975716686,217579980.1,9.29440388,0.047924627,967147866.7,114976141.2,8.983952976,0.051751778,2942864553,332556121.3,9.467379348,0.049181964,2.043898548,0.018011298,67.14681876,0.194398208
466,18/11/2019,12,MT,5,D,3,,32.15927079,11.58019978,0.798338193,5.938657559,1.059137348,1.116966479,0,0,0,0,,,,,,,,2204610672,115230456.4,9.343035086,0.022710022,1834930830,118634630.6,9.263165377,0.028098228,4039541502,233865087,9.605967862,0.02515709,1.201950054,0.014911976,54.58466781,0.307560262
467,18/11/2019,12,LT,5,P,0,,25.08484234,27.92801998,0.211455401,0,0.371095422,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
468,18/11/2019,12,LT,5,D,0,,49.30893582,31.18323235,1.13010217,3.889298818,1.740606546,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
469,19/11/2019,13,MT,5,P,3,,20.85680305,9.105085386,0.633434278,3.748834118,1.047253436,0,0,0,0,0,,,,,,,,1540896311,201312314.5,9.18591228,0.056901182,1492584345,253136593.6,9.170793321,0.074010847,3033480657,454448908.1,9.479490699,0.065307131,1.035827537,0.040797386,50.87006061,0.98454956
470,19/11/2019,13,MT,5,D,3,,33.5629663,12.00683826,0.838854781,6.057575479,1.113847919,1.249316326,0,0,0,0,,,,,,,,1955767350,111989312.7,9.290960905,0.024881766,1655675361,82458465.21,9.218705714,0.021638343,3611442711,194447777.9,9.557365749,0.023394649,1.181030864,0.008820159,54.14974662,0.185419905
471,19/11/2019,13,LT,5,P,0,,26.60235665,28.10887384,0,0.245089427,0.362002769,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
472,19/11/2019,13,LT,5,D,0,,50.87255986,32.62825835,1.179607623,4.237604638,1.836383862,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
473,20/11/2019,14,MT,5,P,3,,22.79032176,9.082796935,0.711758925,4.951545173,1.100098883,0,0,0.121294138,0,0,,,,,,,,1603831197,3768214.342,9.205158057,0.001020379,1359596154,21548625.88,9.133382652,0.006883545,2963427350,17780411.54,9.471790376,0.00260576,1.17980808,0.021470682,54.12217614,0.451887575
474,20/11/2019,14,MT,5,D,3,,35.62307062,12.46658949,0.92251016,5.684893583,1.168819341,1.279176505,0,0,0,0,,,,,,,,2241684473,138122531.9,9.350161895,0.026776227,1948436610,111288736.1,9.289331787,0.024819072,4190121083,249411267.9,9.621841549,0.025866071,1.150356135,0.00518408,53.49594006,0.112112022
475,20/11/2019,14,LT,5,P,0,,27.67493311,29.22786344,0,0.347220755,0.383886285,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
476,20/11/2019,14,LT,5,D,0,,46.46102727,30.91710591,1.202829755,4.786127195,1.903288045,0.158410363,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
477,21/11/2019,15,MT,5,P,3,,25.36983743,9.476764915,0.828687407,5.152734933,1.237789776,0,0,0,0,0,,,,,,,,1603452090,70959902.51,9.204843247,0.019225744,1647923406,91669262.69,9.216600794,0.02417103,3251375496,162629165.2,9.511795323,0.021731855,0.97332198,0.011082922,49.3232335,0.28461986
478,21/11/2019,15,MT,5,D,3,,36.23998645,12.33138862,0.954662381,6.542299162,1.256178978,1.307184021,0,0,0,0,,,,,,,,2156548673,62075214.77,9.333669287,0.012502684,2149070796,128343009.6,9.331863148,0.025951601,4305619469,190418224.3,9.633823182,0.01921316,1.0044082,0.031098816,50.1039571,0.77414762
479,21/11/2019,15,LT,5,P,0,,26.90594682,28.35217159,0.207487544,0.323704971,0.410587956,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
480,21/11/2019,15,LT,5,D,0,,48.00864251,32.73595512,1.235146596,5.267814947,1.910120044,0.174773855,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
481,22/11/2019,16,LT,5,P,3,,31.19390618,30.49786398,0.211185398,0.262503272,0.412639573,0,0,0,0,0,,,,,,,,1559130435,59642919.8,9.192723508,0.016617539,1853217391,74645881.07,9.267750145,0.017497712,3412347826,134288800.9,9.532885078,0.017095545,0.841344401,0.001705129,45.69183101,0.050290657
482,22/11/2019,16,LT,5,D,3,98,50.22928501,33.80700383,1.150468144,5.319185857,1.85024246,0.187255809,0,0,0,0,,,,,,14.29292089,,2427559103,189793553.7,9.384300529,0.033501952,2458859302,243452259.6,9.389350847,0.042165159,4886418406,433088570.7,9.687878192,0.037857971,0.988576116,0.020117934,49.7093107,0.511751352
483,23/11/2019,17,LT,5,P,3,,27.63435089,28.86659524,0,0.263276547,0.36495837,0,0,0,0,0,,,,,,,,1628692046,86092965.52,9.211535387,0.022967587,1778624674,149340194.1,9.249317524,0.036507978,3407316720,235433159.6,9.531893521,0.030032077,0.916903002,0.028582481,47.82671962,0.777943284
484,23/11/2019,17,LT,5,D,3,,48.52889619,33.54924494,1.173351624,5.273714155,1.845274597,0.237841788,0,0,0,0,,,,,,,,2288759259,35014880.24,9.359574701,0.00664437,2290941919,116911892.4,9.359731138,0.022172647,4579701178,151926772.6,9.660717622,0.014409906,0.999959367,0.03574611,49.99099625,0.893831833
485,24/11/2019,18,LT,5,P,3,,32.47359018,31.02065435,0,0.366297555,0.389041432,0,0,0,0,0,,,,,,,,1746933811,86628846.12,9.242009295,0.021545098,1975341175,212015285.3,9.294387739,0.046703056,3722274985,298644131.4,9.570108426,0.034881602,0.887126993,0.05136107,46.98976216,1.442755335
486,24/11/2019,18,LT,5,D,3,,50.90040711,35.08865545,1.254766617,5.402133624,2.009780678,0.419715811,0,0,0,0,,,,,,,,2335131881,82898539.27,9.368174536,0.015420946,2543273641,146310473.2,9.405033466,0.024998063,4878405522,229209012.4,9.688038086,0.020412583,0.918742625,0.020258586,47.87963074,0.55030049
487,25/11/2019,19,LT,5,P,3,,30.7083624,29.9618035,0,0.373414074,0.375100959,0,0,0,0,0,,,,,,,,1970605927,319946272.2,9.291718695,0.070824026,2067305027,311712851.3,9.312921972,0.065733727,4037910954,631659123.5,9.603483442,0.068216759,0.952383009,0.011162479,48.77970461,0.292844932
488,25/11/2019,19,LT,5,D,3,,47.22003793,32.07143706,1.199870738,4.88363196,1.951357461,0.903505587,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
489,26/11/2019,20,LT,5,P,3,,31.65060694,30.67675753,0,0.436276432,0.390779195,0,0,0,0,0,,,,,,,,1928111327,252238086,9.283265957,0.056977876,1857402597,195602265.4,9.267698605,0.045820182,3785513925,447840351.4,9.576599935,0.051499003,1.036666377,0.026630626,50.895959,0.642064586
490,26/11/2019,20,LT,5,D,3,,50.11618899,33.38579475,1.155732752,4.63650442,1.861708098,1.381361614,0,0,0,0,,,,,,,,2004304348,4980491.241,9.301962998,0.001079178,2147739130,31235673.46,9.331958564,0.00631639,4152043478,26255182.22,9.618257551,0.002746252,0.933331489,0.015892865,48.27406501,0.425210744
500,7/11/2019,0,FS,6,FS,0,100,54.65754953,23.60568555,1.789313512,18.39900011,2.288538515,4.005692673,0,3.407522362,0.198227917,0,,,,,,2.834968679,,4669185931,278314075.3,9.668736785,0.025507913,2337789394,319619491.6,9.366208187,0.057552827,7006975325,597929940.3,9.844504756,0.036304598,2.010510155,0.145362427,66.72999672,1.647893971
501,8/11/2019,1,ST,6,P,1,101,38.41915868,14.54113875,0,4.507087131,0,0.377127855,0,0,0,0,,,,,,4.371916403,,5289488976,402717602.3,9.722550621,0.033766256,1672535860,189861959.8,9.221434638,0.050774254,6962024836,582034147.8,9.841687714,0.037266743,3.173342647,0.16578121,76.01275554,0.968191075
502,8/11/2019,1,ST,6,D,1,102,45.51087316,19.49745758,0.363090805,6.751344277,0.439273015,0.557643429,0.367040556,0,0,0,,,,,,6.921115361,,9406521605,1065394098,9.971576228,0.049104331,1610410494,151584672.5,9.205683466,0.040166785,11016932099,1213866944,10.04031331,0.047644295,5.83490299,0.181069632,85.36227593,0.392878745
503,8/11/2019,1,MT,6,P,1,103,38.30978493,5.529293377,0,1.915516703,0,0.211616533,0,0,0,0,,,,,,2.124563446,,3676283764,663168305.9,9.560408697,0.081893233,2440619782,424938828.8,9.382800228,0.079557422,6116903546,1087158190,9.781658943,0.080913286,1.505361519,0.022527079,60.08345409,0.358113804
504,8/11/2019,1,MT,6,D,1,104,38.44789297,14.840237,0.577701068,11.90327494,0.591583111,0.631539998,0.893571863,0.118676509,0,0,,,,,,6.98320306,,6886774115,378362206,9.837571498,0.024160612,1727451160,121551514.1,9.236704325,0.030065193,8614225275,443779574.8,9.934823869,0.022726866,3.995014512,0.269232762,79.94170121,1.06730638
505,8/11/2019,1,LT,6,P,1,105,46.0537243,17.56579091,0.218696361,6.895063253,0.19437872,0.41451063,0,0,0,0,,,,,,6.24951494,,5008119535,2233039389,9.660189376,0.206230319,1225261921,503625674.1,9.05543047,0.187112574,6233381456,2733239780,9.756668238,0.202320388,4.031274761,0.250151849,80.08430471,0.966600001
506,8/11/2019,1,LT,6,D,1,106,42.59127993,17.24248768,0.311328435,8.935344737,0.261342233,0.535343419,0,0,0,0,,,,,,5.821553301,,5133147471,4627993325,9.482125964,0.528497541,1276411774,864899333.3,9.012494491,0.318381867,6409559245,5485650899,9.617366731,0.47404168,3.25912425,1.531006894,73.73461362,9.32804629
507,9/11/2019,2,ST,6,P,0,,15.22853175,4.390310345,0,4.208595798,0,0.227832295,0,0,0,0,,,,,,,,938903508.8,40875734.11,8.97241508,0.01891325,802815168.5,29637336.16,8.90446755,0.016036389,1741718677,70513070.26,9.240799982,0.017587115,1.169370932,0.00774611,53.90339383,0.16459582
508,9/11/2019,2,ST,6,D,0,,27.50180694,10.02382129,0.64828332,6.23002824,0.704184515,1.047093444,0.175596526,0,0,0,,,,,,,,3678637153,306646185.5,9.564931198,0.036244211,1561597222,135627009,9.192748489,0.037766641,5240234375,442273194.5,9.718575931,0.03669785,2.356047503,0.008259166,70.2029537,0.073329935
509,9/11/2019,2,MT,6,P,0,,29.04850906,9.590802682,0,2.856715417,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
510,9/11/2019,2,MT,6,D,0,,44.20652938,14.42364559,0.981721042,11.67792079,1.12259112,1.606008504,0.373192358,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
511,9/11/2019,2,LT,6,P,0,,45.29498865,17.7373867,0.343748594,10.26867593,0.375949965,0.543338277,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
512,9/11/2019,2,LT,6,D,0,,43.69152854,17.44833552,1.056942716,10.32988383,1.253859389,1.617727677,0.133877725,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
513,10/11/2019,3,ST,6,P,2,107,10.30508247,4.017977559,0,1.597022385,0,0,0,0,0,0,,,,,,1.46044681,,3205485683,3202111444,9.118544917,0.733456173,635357088.1,479591668.5,8.664490733,0.400845652,3840842771,3679263495,9.269939504,0.644274907,3.582486873,2.396594283,71.819818,14.62929663
514,10/11/2019,3,ST,6,D,0,,18.3917514,7.239668856,0.488819653,4.113751119,0.561400969,0.77936458,0,0,0,0,,,,,,,,1488495575,56443390.85,9.172591373,0.01647229,883318584.1,6195006.313,8.946112027,0.003045876,2371814159,62638397.17,9.375004918,0.011470828,1.684934832,0.052082238,62.7481396,0.722609817
515,10/11/2019,3,MT,6,P,0,,22.38128061,13.7438919,0,0.990914935,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
516,10/11/2019,3,MT,6,D,0,,40.8810696,16.45531253,0.78146183,7.13328596,0.966642342,1.642021754,0.183729396,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
517,10/11/2019,3,LT,6,P,0,,42.84969924,27.98133552,0.27627184,7.993902652,0.346992386,0.355956689,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
518,10/11/2019,3,LT,6,D,0,,45.59902523,22.26598385,1.085498565,10.37015498,1.446532582,2.368644319,0,0.493117325,0.155509019,0,,,,,,,,,,,,,,,,,,,,,,,
519,11/11/2019,4,ST,6,P,4,110,7.887899407,4.028207718,0,0.549468259,0,0,0,0,0,0,,,,,,0.867841898,,278054150.9,31084884.65,8.442384728,0.047230549,160940528.9,11471776.54,8.205945549,0.030458105,438994679.7,42262732.41,8.641161388,0.040771028,1.724819726,0.079058031,63.27970597,1.066104412
520,11/11/2019,4,ST,6,D,2,108,15.33918239,7.147948002,0.364327861,2.412794168,0.408711362,0.573241372,0,0,0,0,,,,,,3.661788347,,3309400572,2028307492,9.436970676,0.304678605,639245191.8,120833403.7,8.798579124,0.087893921,3948645764,2136126054,9.534495153,0.261876638,4.861467095,2.380646744,80.22261462,8.030562302
521,11/11/2019,4,MT,6,P,2,109,13.6182608,14.75136398,0,0.846528068,0,0,0,0,0,0,,,,,,2.559731692,,474934700.3,8436490.961,8.676587947,0.007749343,1721274494,49660130.27,9.235730227,0.01248353,2196209195,42631698.67,9.341619226,0.008422326,0.27615209,0.012274643,21.63457693,0.757469473
522,11/11/2019,4,MT,6,D,0,,35.26651109,18.74312261,0.480217426,4.148829755,0.68347434,1.238884604,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
523,11/11/2019,4,LT,6,P,0,,42.63938019,28.58787083,0.238997589,8.496494088,0.296704242,0.259348363,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
524,11/11/2019,4,LT,6,D,0,,49.84299306,26.82696251,1.120499139,9.466778097,1.595735588,3.136617423,0,1.085829614,0.436133777,0,,,,,,,,,,,,,,,,,,,,,,,
525,12/11/2019,5,ST,6,P,0,,6.1079221,3.855666393,0,0.30540489,0,0,0,0,0,0,,,,,,,,312098214.3,55116448.21,8.49087847,0.077098704,210044642.9,23801719.33,8.320912938,0.049318866,522142857.1,78918167.54,8.715294794,0.065892156,1.480504113,0.094636571,59.65625221,1.539200821
526,12/11/2019,5,ST,6,D,0,,14.11364471,7.131385331,0,1.415102284,0.23830179,0.326785721,0,0,0,0,,,,,,,,1286752820,25552871.93,9.109452308,0.008624967,413161810.8,38586276.53,8.615171102,0.040619029,1699914630,64139148.46,9.23027249,0.01639017,3.125145073,0.230018452,75.72068384,1.353816803
527,12/11/2019,5,MT,6,P,0,,13.17405893,13.08443623,0,2.203591551,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
528,12/11/2019,5,MT,6,D,0,,32.21226655,20.09550055,0.380523246,3.300635059,0.517083754,0.763530505,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
529,12/11/2019,5,LT,6,P,0,,46.05375546,30.26731992,0.218992538,7.55075376,0.308719272,0.194507466,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
530,12/11/2019,5,LT,6,D,0,,48.2877558,29.27309004,1.230241763,9.413799564,1.795345793,2.454857708,0,0.660062701,0.275968878,0,,,,,,,,,,,,,,,,,,,,,,,
531,13/11/2019,6,ST,6,P,3,,5.572952413,3.877433224,0,0,0,0,0,0,0,0,,,,,,,,294824561.4,22205634.01,8.468946867,0.032741227,321447368.4,28718459.62,8.506241524,0.038852084,616271929.8,50924093.63,8.789029763,0.035927765,0.917755168,0.012913096,47.85451829,0.351118652
532,13/11/2019,6,ST,6,D,3,113,14.24412633,7.671797209,0,0.906982895,0.189960645,0,0,0,0,0,,,,,,2.6789179,,1056374703,168534139.3,9.02022892,0.067918887,507549664.9,85743646.16,8.701557143,0.07050005,1563924368,252754258,9.190573325,0.0682203,2.08411974,0.087346881,67.55873469,0.905843092
533,13/11/2019,6,MT,6,P,0,,13.81651753,13.33138615,0,2.088005281,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
534,13/11/2019,6,MT,6,D,2,112,33.19314649,20.76575698,0.278950063,3.601994949,0.415981608,0.38545753,0,0,0,0,,,,,,8.063085537,,2847932363,80706210.01,9.454413804,0.01227626,1497852149,34771197.39,9.17539105,0.010070552,4345784512,68334426.54,9.638032211,0.006855176,1.902487611,0.087199007,65.52640421,1.018097984
535,13/11/2019,6,LT,6,P,2,111,45.06146588,32.64208976,0,4.183679715,0.297768417,0,0,0,0,0,,,,,,10.57237097,,2168756922,40337727.22,9.336161116,0.008039083,2071784143,78164102.96,9.316138601,0.016375846,4240541065,81466688.83,9.627367443,0.00839024,1.047873886,0.046215063,51.15207076,1.116481252
536,13/11/2019,6,LT,6,D,0,,48.02861575,31.27982485,1.21770566,8.579029503,1.848609908,1.658599624,0,0.387878419,0.156541302,0,,,,,,,,,,,,,,,,,,,,,,,
537,14/11/2019,7,ST,6,P,3,,5.901745639,3.88582266,0,0.327001492,0,0,0,0,0,0,,,,,,,,256305369.6,22100485.98,8.407948942,0.037494492,207352941.2,10398629.14,8.316436969,0.021788751,463658310.8,32499115.11,8.66566397,0.030465885,1.234963017,0.044651229,55.24759906,0.894086241
538,14/11/2019,7,ST,6,D,3,,13.58835157,7.45229584,0,0.723133739,0.166188075,0,0,0,0,0,,,,,,,,975145634.5,685352.7483,8.989069427,0.000305231,437014670.3,3502802.144,8.640489041,0.003481036,1412160305,2817449.395,9.149883567,0.000866476,2.231457598,0.019454054,69.05365175,0.186303526
539,14/11/2019,7,MT,6,P,4,114,13.97771041,13.18277997,0,2.185819998,0,0,0,0,0,0,,,,,,2.850767781,,416353276.4,37566444.25,8.618302243,0.038713346,994786324.8,81798622.75,8.996774369,0.035064953,1411139601,116147913.2,9.148617111,0.034975292,0.418629211,0.019054646,29.5009196,0.948994019
540,14/11/2019,7,MT,6,D,0,,31.11994005,19.86628517,0.260291585,4.100098496,0.369762879,0.23355048,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
541,14/11/2019,7,LT,6,P,0,,41.77569077,32.57809223,0,2.219992423,0.283168793,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
542,14/11/2019,7,LT,6,D,0,,49.35807045,33.56381664,1.215604179,7.425982551,1.900023336,1.217331356,0,0.230322188,0,0,,,,,,,,,,,,,,,,,,,,,,,
543,15/11/2019,8,ST,6,P,3,,4.948148349,3.449492611,0,0.278465618,0,0,0,0,0,0,,,,,,,,305870709.4,36214546.61,8.484010531,0.051540335,168642639.2,15323883.11,8.226069082,0.039517045,474513348.6,51538429.73,8.674963817,0.047263201,1.811442942,0.050142756,64.42541806,0.634481161
544,15/11/2019,8,ST,6,D,3,,13.4513558,7.204998084,0,0.716716565,0.241434391,0,0,0,0,0,,,,,,,,1142043478,212562447.2,9.053888433,0.081304529,396130434.8,64746386.14,8.594918124,0.071302805,1538173913,277308833.3,9.18344754,0.078724863,2.877583212,0.066264369,74.20697416,0.440779344
545,15/11/2019,8,MT,6,P,0,,14.49958577,12.31736289,0,2.198813684,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
546,15/11/2019,8,MT,6,D,0,,29.44939001,19.65635824,0.288406612,3.887151877,0.464681499,0.163695442,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
547,15/11/2019,8,LT,6,P,0,,35.72768366,30.40067187,0,1.371230398,0.252670424,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
548,15/11/2019,8,LT,6,D,0,,44.24933616,31.78128708,1.16341063,5.978593732,1.878513596,1.526426184,0,0.153890404,0,0,,,,,,,,,,,,,,,,,,,,,,,
549,16/11/2019,9,ST,6,P,3,,4.246544962,3.343288998,0,0.554961772,0.212533175,0,0,0,0,0,,,,,,,,310212492.4,796724.9728,8.491658567,0.001115408,216756654.6,4221038.211,8.335931262,0.008457823,526969147,5017763.184,8.721775345,0.004135384,1.431391183,0.024198712,58.86924586,0.409358761
550,16/11/2019,9,ST,6,D,3,,11.63203522,6.276312261,0.255343818,1.014682585,0.32130446,0,0,0,0,0,,,,,,,,1307956522,31666086.29,9.116529659,0.010515449,474217391.3,29944434.99,8.675544131,0.027441751,1782173913,61610521.28,9.250820286,0.015016739,2.761534222,0.107601485,73.40422145,0.760792036
551,16/11/2019,9,MT,6,P,0,,13.85624996,10.68533196,0,2.052687866,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
552,16/11/2019,9,MT,6,D,0,,28.44270144,18.44000274,0.244006429,3.600970956,0.407615742,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
553,16/11/2019,9,LT,6,P,0,,25.94866757,24.54630432,0,0.68152405,0.233496292,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
554,16/11/2019,9,LT,6,D,2,115,47.89283421,34.44195183,0.803734129,4.832575594,1.370278453,1.330610304,0,0,0,0,,,,,,15.3919286,,2068918129,117534083.6,9.315265836,0.025075593,2711286550,141141450.3,9.432774902,0.022960526,4780204678,258589012.6,9.679013778,0.023868429,0.762948881,0.004257746,43.27663733,0.136946609
555,17/11/2019,10,ST,6,P,3,,5.716815919,3.69787931,0,0.70109356,0.239670325,0,0,0,0,0,,,,,,,,221496431.8,20213413.74,8.344460635,0.039688176,272221231,37007988.27,8.432906016,0.059224438,493717662.8,16794574.53,8.693352995,0.014776053,0.826346884,0.186594004,44.95862042,5.623461514
556,17/11/2019,10,ST,6,D,3,,12.26607655,6.342985769,0.260153369,1.192800138,0.318348858,0,0,0,0,0,,,,,,,,1048032138,32944523.21,9.020267288,0.013654144,378941934.5,255792.3925,8.578572618,0.000293156,1426974072,32688730.81,9.154359099,0.009949569,2.765709995,0.088805085,73.43719651,0.62641893
557,17/11/2019,10,MT,6,P,0,,15.75635495,10.15841106,0,1.913927218,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
