"","SG-A","PropIod-A"
"1",179.953026846077,379.268653901317
"2",181.640088167509,289853.934410285
"3",287503.814987441,295843.085097958
"4",1737.14280497203,1050.07717259594
"5",1376.9517541242,1194.38942776468
"6",428.559552142874,607.236020005228
"7",179.953026846077,379.268653901317
