"","SG-A","PropIod-A"
"1",168.493320917909,49.579977823149
"2",166.904444753957,-470.446886589942
"3",290165.926912275,-478.611811727295
"4",292828.038837109,289853.934410285
"5",1754.12707641561,1050.07717259594
"6",2111.70838360021,943.846213528434
"7",634.764652085543,248.228939660026
