"","SG-A","PropIod-A"
"1",144.392293610559,289853.934410285
"2",171.706528876001,673.774590392292
"3",405.957983315347,1451.06983086907
"4",888.183408215852,1765.83685068165
"5",1063.2527208648,1274.213023656
"6",295490.150761943,277875.63303494
